show_id,type,title,director_id,country,date_added,release_year,rating,duration,description
7389,Movie,Mala Kahich Problem Nahi,21449,India,2018-11-15,2017,TV-PG,132 min,"With their relationship running on autopilot, a discontent husband and wife must confront their issues while on a trip with the extended family."
7390,Movie,Malicious,26942,United States,2019-02-01,2018,TV-MA,91 min,"After receiving a strange present, a professor and his pregnant wife are plagued by tragedy and a paranormal presence that's determined to kill."
7391,Movie,Man of Tai Chi,22179,"United States, China, Hong Kong",2018-07-26,2013,R,105 min,"In this kung fu tale set in Beijing, a young man armed with incomparable martial arts skills gets embroiled in the world of underground fight clubs."
7392,Movie,Man Up,32040,"United Kingdom, France",2018-09-04,2015,R,88 min,"A single woman seizes an opportunity when, while standing under a train station clock, she meets a stranger who mistakes her for his blind date."
7393,TV Show,Man vs Wild with Sunny Leone,,,2018-12-01,2018,TV-PG,1 Season,The adventures of Bear Grylls get a unique spin as Bollywood star Sunny Leone hosts the show famous for revealing Bear's wilderness survival skills.
7394,Movie,Mandi,39469,India,2020-01-01,1983,TV-MA,155 min,"Forbidden love, fraying loyalties and flagrant hypocrisy emerge when sanctimonious politicians drive a madam’s brothel from the heart of Hyderabad."
7395,Movie,Mandobasar Galpo,22379,India,2018-04-01,2017,TV-14,103 min,"With the assistance of a psychiatrist, an acclaimed filmmaker struggles to come to terms with a mysterious romantic trauma."
7396,Movie,Manglehorn,21058,United States,2017-04-16,2014,PG-13,97 min,A reclusive small-town locksmith who can't stop writing letters to a lost love meets a kindly bank teller who challenges him to look to the future.
7397,Movie,Mango Dreams,34813,United States,2018-03-15,2016,TV-14,92 min,"Concerned that dementia will soon steal his most cherished memories, a Hindu doctor hires a Mulsim rickshaw driver to take him to his childhood home."
7398,Movie,Manhattan Romance,20687,United States,2017-09-08,2014,TV-14,98 min,A filmmaker working on a documentary about love in modern Manhattan becomes personally entangled in the romantic lives of his subjects.
7399,Movie,Manolo: The Boy Who Made Shoes for Lizards,37902,United Kingdom,2018-01-15,2017,TV-MA,89 min,"As legendary shoe designer Manolo Blahnik speaks about his creative process, his celebrity admirers chime in with their own takes on his work."
7400,Movie,Mansfield Park,33468,United Kingdom,2020-01-01,1999,PG-13,112 min,"A poor heroine is sent to live with wealthy relatives in 1800s England, where her wit and writing talent find the room, and circumstance, to grow."
7401,Movie,Mantostaan,8973,India,2017-12-15,2017,TV-MA,75 min,Four stories by writer Sadaat Hasan Manto culminate in a single gruesome drama that's set during the partitioning of the Indian subcontinent.
7402,Movie,Mantra,24066,India,2017-12-15,2017,TV-14,89 min,An Indian business owner struggles to keep his company afloat amid global competition while trying to make up for lost time with his family.
7403,Movie,Mara,33527,United Kingdom,2019-01-05,2017,TV-MA,99 min,"When criminal psychologist Kate Fuller investigates a man who was seemingly murdered in his sleep by his wife, she uncovers a case like no other."
7404,Movie,Marauders,24275,"Canada, United States",2020-12-01,2016,R,107 min,A series of high-stakes thefts at banks owned by a manipulative millionaire sparks an FBI agent to suspect a sinister plan behind the deadly heists.
7405,TV Show,Marching Orders,,United States,2018-08-03,2018,TV-14,1 Season,"A top-ranked college marching band’s members fight to keep their spots, memorize routines, tend to their social lives – and slay the competition."
7406,Movie,Mark Gatiss: A Study in Sherlock,20398,,2016-05-01,2016,TV-14,29 min,"Mark Gatiss, who co-created “Sherlock” and plays Mycroft Holmes, discusses the show with Benedict Cumberbatch, Martin Freeman and others in the cast."
7407,TV Show,Maron,,United States,,2016,TV-MA,4 Seasons,"Marc Maron stars as Marc Maron, who interviews fellow comedians for his popular podcast, only to reveal more about his own neuroses and relationships."
7408,Movie,Maroon,31971,India,2017-02-01,2016,TV-MA,94 min,"When his wife goes missing, university professor Saurabh remains at home while the police investigate, but his grip on reality loosens as days pass."
7409,TV Show,Married at First Sight,,United States,2020-04-13,2019,TV-14,1 Season,"Set up by experts, four couples meet at the altar for the first time and test their compatibility after the wedding."
7410,TV Show,Mars,27789,United States,2019-11-01,2018,TV-PG,2 Seasons,Fact meets fiction in this docudrama chronicling the journey of a spacecraft crew as it embarks in 2033 on a mission to colonize the red planet.
7411,Movie,Martial Arts of Shaolin,15127,"Hong Kong, China",2018-08-16,1986,R,90 min,"In ancient China, Zhi Ming trains at the legendary Northern Shaolin temple to avenge the death of his father at the hands of a nefarious magistrate."
7412,Movie,Martin Lawrence Live: Runteldat,11790,United States,2019-12-01,2002,R,104 min,"This provocative film sheds light on actor-comedian Martin Lawrence's roots, his rise to fame and his walk on the wild side."
7413,Movie,Martin Luther: The Idea that Changed the World,28055,United States,2018-01-01,2017,TV-PG,55 min,"This docudrama tells the dramatic story of the monk who took on the Catholic Church, tracing his life before and after the contentious ""95 Theses."""
7414,Movie,Martyrs of Marriage,8752,India,2018-03-15,2016,TV-14,83 min,This documentary reveals the cracks in India's anti-dowry act and gives voice to both women and men who've been victimized by the law's abusers.
7415,Movie,Marvel & ESPN Films Present: 1 of 1: Genesis,21377,,2015-03-15,2014,TV-PG,77 min,"This documentary explores the connections between elite athletes and Marvel superheroes such as Spider Man, Black Widow and Captain America."
7416,Movie,Marvel's Iron Man & Hulk: Heroes United,,United States,2014-02-16,2013,PG,72 min,"When scientists join Hulk's gamma energy with Tony Stark's Arc Reactor, the resulting force creates a foe that only the two Marvel heroes can combat."
7417,Movie,Mary and the Witch's Flower,1264,Japan,2018-07-17,2017,PG,103 min,"Ordinary girl Mary picks an extraordinary flower and travels to Endor College, a school for magic. But its foremost teachers have a sinister plan."
7418,Movie,Mary Poppins Returns,32429,"United States, United Kingdom",2019-07-09,2018,PG,131 min,"In 1930s London, Michael Banks and his three children get some help turning their topsy-turvy world around when his magical childhood nanny reappears."
7419,TV Show,Mary Portas: Secret Shopper,,United Kingdom,2019-07-26,2016,TV-14,1 Season,Retail consultant Mary Portas collaborates with Britain's most complained-about stores to help them better serve fed-up customers.
7420,Movie,Masoom,24613,India,2019-12-31,1983,TV-14,138 min,A loving husband and father's joyful family life is rocked to its core upon the discovery that he has a young son borne from a past extramarital affair.
7421,Movie,Master,19912,South Korea,2018-02-01,2016,NR,143 min,"Needing hard evidence to convict a company chairman of fraud, an investigator bargains with the company's tech expert to turn over his boss's ledger."
7422,Movie,Mater,22838,Argentina,2018-08-01,2017,TV-MA,80 min,A single man in his 30s overwhelmed by his domineering mother meets a lesbian couple willing to go to extreme lengths to have a child.
7423,Movie,Matichya Chuli,,India,2018-02-15,2006,TV-14,132 min,"A jealous, possessive mother thinks she is competing with her new daughter-in-law for the affections of her overindulged son."
7424,Movie,Max Rose,37591,United States,2017-01-15,2013,TV-14,84 min,An aging jazz musician learns after his wife's death that she may have been unfaithful to him decades before.
7425,Movie,May We Chat,33526,Hong Kong,2018-08-26,2014,TV-MA,99 min,"A messaging app unites a mute prostitute, an unruly rich girl and a stormy young woman, three Hong Kong teens living in pain and excess."
7426,Movie,May You Prosper,,Egypt,2019-07-20,2017,TV-14,93 min,"A man's inability to conquer his personal insecurities and distrust of other people leads to problems with his on-again, off-again wife and their son."
7427,Movie,Maya Angelou: And Still I Rise,,United States,2017-05-01,2016,TV-PG,114 min,Poet and civil rights activist Maya Angelou is celebrated using her own words set over rare photographs and video illustrating her remarkable life.
7428,Movie,Maynard,3740,United States,2018-09-02,2017,TV-PG,100 min,"Friends, family and political titans recall the impact of Atlanta's Maynard Jackson, the first African-American mayor of a major Southern city."
7429,Movie,Maza Pati Karodpati,32558,India,2018-01-01,1988,TV-PG,132 min,An orphan girl who has ambitions of marrying a rich man changes her identity to win the heart of a prominent businessman's son.
7430,Movie,Me and the Alien,31461,Mexico,2017-02-14,2016,TV-MA,83 min,"Hoping to pump up their sound, a punk band hires Pepe, a keyboardist with Down Syndrome, but tensions erupt when he steals the show with his talent."
7431,Movie,Mean Dreams,3110,Canada,2019-07-01,2016,R,105 min,"Desperate to start a new life with his girlfriend, a teenage boy steals drug money from her father, who happens to be the town's corrupt lawman."
7432,Movie,Mean Streets,24240,United States,2019-07-01,1973,R,112 min,"In New York's Little Italy, a low-level hoodlum wrestles with loyalty to his mobster uncle, his faith and his friendship with an inveterate gambler."
7433,Movie,Meditation Park,6891,Canada,2018-03-09,2017,TV-PG,94 min,An elderly immigrant matriarch from Hong Kong finally begins to break out of her shell of isolation when she suspects her husband of infidelity.
7434,Movie,Medium,27734,"Poland, West Germany",2019-10-01,1985,TV-MA,90 min,"In 1930s Poland, a powerful psychic steers a group of strangers toward a fated convergence that ensures survival for one and annihilation for others."
7435,Movie,Meet the Trumps: From Immigrant to President,,United Kingdom,2017-10-25,2017,TV-14,48 min,"Learn about Donald Trump's family history, including his immigrant grandfather's gold-rush enterprises and his dad's development of a property empire."
7436,TV Show,Mega Food,,United Kingdom,2019-07-12,2013,TV-G,1 Season,"Visiting the busiest kitchens in the world, this reality series focuses on large-scale food production – and the people who make it happen."
7437,TV Show,MegaTruckers,,Australia,2019-07-12,2012,TV-PG,1 Season,"This reality ride-along offers a glimpse into the can-do, high-stakes world of big rig drivers who haul massive loads of cargo across Australia."
7438,Movie,Melle,20361,India,2018-08-01,2017,TV-PG,110 min,"After recovering from a tragic experience, a young woman makes a journey to her father's homeland and falls in love with a kind-hearted doctor."
7439,TV Show,Melodies of Life - Born This Way,,,2019-06-21,2016,TV-14,1 Season,"A celebrated pastry chef and his fellow staff members at a bake shop embark on bittersweet adventures in love, work and friendship."
7440,Movie,Melvin Goes to Dinner,14849,United States,2018-07-01,2003,R,84 min,"When Melvin and his friends gather for dinner, their casual conversation takes a sharp turn as they begin to disclose raw truths about themselves."
7441,Movie,Memoir of a Murderer,26713,South Korea,2018-02-19,2017,TV-MA,118 min,"Hiding his own murderous past, a man suffering from Alzheimer's must protect his daughter from her boyfriend, who he suspects is also a serial killer."
7442,Movie,Memory Games,,"Germany, United States, Sweden",2019-06-19,2018,TV-14,86 min,Glimpse into the brain's vast potential for memorization through the eyes of four competitive memory athletes as they share techniques and insights.
7443,Movie,Men in Black,30504,United States,2019-10-19,1997,PG-13,98 min,"A streetwise cop teams with a veteran government agent to work for a super-secret, extremely dapper team that monitors extraterrestrials on Earth."
7444,Movie,Men in Black II,30504,United States,2019-10-01,2002,PG-13,88 min,Will Smith and Tommy Lee Jones reprise their roles as two highly secretive and unofficial government agents dealing with all things evil and alien.
7445,Movie,Menorca,19764,"Canada, Spain",2017-08-27,2016,TV-MA,81 min,A hedonistic soccer mom takes a voyage of self-discovery when she tries to reconnect with her son by returning his pet rock to a Mediterranean island.
7446,Movie,Merantau,7879,Indonesia,2019-02-13,2009,R,112 min,"In this fast-paced Indonesian thriller, a young martial arts master travels to Jakarta, where he saves an orphan from a human-trafficking ring."
7447,TV Show,Mere Papa Hero Hiralal,,,2018-05-01,2018,TV-14,1 Season,"A simple auto-rickshaw driver on the streets of Lucknow, Hiralal Tiwari does everything he can to give his gravely ill daughter a happy life."
7448,TV Show,Merlí,,Spain,2016-12-01,2015,TV-MA,1 Season,"An unconventional high school philosophy teacher upsets a few parents and staff, romances others and inspires all his pupils, including his gay son."
7449,Movie,Merry Men: The Real Yoruba Demons,37166,Nigeria,2019-09-21,2018,TV-MA,106 min,"Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities."
7450,TV Show,Mexico Diseña,,United States,2017-02-01,2016,TV-PG,1 Season,Young fashion designers vie for the chance to become Mexico's next big talent by competing before judges in grueling tests of creativity and stamina.
7451,Movie,Mi Shivajiraje Bhosale Boltoy,4238,India,2018-01-01,2009,TV-14,148 min,"After a disgruntled man blames his Marathi heritage for his lack of his success, he is visited by Shivaji, a great medieval Marathi king."
7452,Movie,MI-5,31222,United Kingdom,2019-08-01,2015,R,105 min,"When a terrorist escapes custody, MI-5 director Harry Pearce becomes the scapegoat. But the wily veteran still has some spycraft tricks up his sleeve."
7453,Movie,Middle School: The Worst Years of My Life,13588,"United States, Cambodia",2019-03-03,2016,PG,92 min,"At Hills Village Middle School, budding cartoonist Rafe and best pal Leo challenge their uptight principal by breaking every rule in his handbook."
7454,TV Show,Midnight Misadventures With Mallika Dua,,India,2019-04-01,2018,TV-14,1 Season,"In this talk show, comedian Mallika Dua serves up big laughs as Shalishka and whips up a meal with her celebrity pals who dish on their diets and lives."
7455,Movie,Midnight Special,5006,"United States, Greece",2020-09-07,2016,PG-13,112 min,"When his son exhibits supernatural powers, a father takes the youngster on the run to protect him from government authorities and religious fanatics."
7456,TV Show,Mighty Morphin Alien Rangers,,,2016-01-01,1996,TV-Y7,1 Season,Visitors arrive from space to help Red Ranger and his squad – temporarily stripped of their powers – fight against Lord Zedd and Rita Repulsa.
7457,Movie,Milk,20163,United States,2017-02-16,2008,R,128 min,"Sean Penn stars in this biopic about Harvey Milk, the openly gay San Francisco politician who was murdered by a disgruntled city supervisor in 1978."
7458,TV Show,Mini Wolf,,France,2018-09-16,2014,TV-G,2 Seasons,Mini-Wolf and his fun-loving pals friends are always on the look out for a new adventure – even if it includes a little bit of mischief.
7459,Movie,Minnaminugu the FireFly,30254,India,2018-08-01,2017,TV-14,128 min,"A nameless widow juggles multiple jobs to support her daughter’s decision to study abroad, only to discover that she has other plans."
7460,TV Show,Minute to Win It,,United States,2018-12-15,2013,TV-PG,1 Season,"In this game show hosted by Olympian Apolo Anton Ohno, contestants compete by completing 60-second challenges using common household items."
7461,Movie,Miracle,14435,"Canada, United States",2018-06-01,2004,PG,136 min,U.S. hockey coach Herb Brooks unites a motley crew of college athletes and turns them into a force to be reckoned with at the 1980 Winter Olympics.
7462,Movie,Mirror Mirror,13296,"United States, Canada",2020-04-24,2012,PG,106 min,This remake of the classic Grimm tale follows fair-skinned Snow White on a quest to regain her royal throne with help from a team of shady dwarves.
7463,Movie,Mirzya,7055,India,2017-02-20,2016,TV-MA,129 min,A modern love story is connected to an ancient folk tale as star-crossed lovers from different social classes are kept apart by their families.
7464,TV Show,Miss Dynamite,,Mexico,2018-05-05,2015,TV-14,1 Season,"Wealthy, beautiful Valentina falls in love, only to realize that her man and her family are involved with one of Mexico's most powerful drug cartels."
7465,Movie,Miss Hokusai,7517,Japan,2017-10-01,2015,PG-13,90 min,"Herself a talented artist, O-Ei works with her father, Tetsuzo, later known as Hokusai, on the woodblock prints that would make Edo famous worldwide."
7466,Movie,Miss Julie,24505,"Norway, United Kingdom, France, Ireland",2015-09-02,2014,PG-13,130 min,"On a summer night in 1890 Ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook."
7467,Movie,Miss Me This Christmas,457,United States,2017-12-19,2017,TV-14,85 min,"With their divorce set to become final on Christmas day, a couple must decide if they're really ready to throw in the towel on their relationship."
7468,Movie,Miss Representation,3541,United States,2017-10-20,2011,NR,90 min,Explore how the mainstream media's often disparaging portrayals of women contribute to the under-representation of females in positions of leadership.
7469,TV Show,Miss Rose,,Taiwan,2016-08-01,2015,TV-MA,1 Season,"Resolving to get married soon, hardworking Si-yi finds love in an unexpected place, but her ex and her job interfere with her plans."
7470,Movie,Miss Sharon Jones!,27550,United States,2017-01-07,2015,TV-MA,94 min,This uplifting documentary follows R&B singer Sharon Jones's battle with pancreatic cancer while keeping her band intact for a return to the stage.
7471,Movie,Miss Stevens,14394,United States,2016-12-19,2016,NR,86 min,Emotionally vulnerable teacher Rachel accompanies three students to a weekend drama competition and forms an unexpected bond with troubled teen Billy.
7472,Movie,Mission Control: The Unsung Heroes of Apollo,207,"United States, United Kingdom",2017-08-13,2017,TV-14,100 min,"Combining archive footage with present-day interviews, this documentary explores how Apollo's mission control helped change the course of history."
7473,Movie,Mission of Honor,22548,"United Kingdom, Poland",2019-07-29,2018,TV-MA,107 min,"As Hitler's Nazis threaten to take command of Britain's skies, a squadron of Polish pilots arrives to aid the Royal Air Force against a mutual enemy."
7474,Movie,Mission: Destroy Love,23958,Malaysia,2017-08-07,2014,TV-PG,93 min,Two strangers meet by chance on a trip to Thailand and form a connection when they realize their former romantic partners ended up getting together.
7475,Movie,Mississippi Grind,,United States,2018-07-26,2015,R,109 min,A gambler mired in debt thinks another cardsharp may just be his good luck charm as the two head for New Orleans to buy into a high-stakes poker game.
7476,Movie,Moh Maya Money,30502,India,2017-05-01,2016,TV-MA,109 min,"After investing in a shady deal that quickly falls apart, a morally flexible real estate agent involves his wife in a dangerous recovery plan."
7477,Movie,Mohawk,31904,United States,2018-06-30,2017,TV-MA,92 min,"During the War of 1812, two Native Americans and their British ally are pursued into enemy territory by American soldiers thirsting for revenge."
7478,Movie,Mojave,11907,United States,2018-07-26,2015,R,93 min,A lethal game of cat and mouse stretches from the desert to Tinseltown after Hollywood bad boy Thomas runs afoul of a cunning and dangerous drifter.
7479,Movie,Mokalik (Mechanic),6111,Nigeria,2019-09-01,2019,TV-14,100 min,A young boy's life shifts when he's sent to work at a mechanic's shop far from his suburban home until an opportunity forces him to make a tough choice.
7480,Movie,Molly's Game,1461,"China, Canada, United States",2020-04-01,2017,R,141 min,Former Olympian Molly Bloom ran a high-stakes poker game for the stars – until her lofty lifestyle nearly sent her to prison.
7481,TV Show,Momo Salon,,South Korea,2017-07-01,2014,TV-14,1 Season,"An aspiring hair stylist opens her own salon. It turns into a mail-holding hub for busy neighbors, but she seizes the chance to promote her business."
7482,Movie,Mona Lisa Smile,30071,United States,2019-01-01,2003,PG-13,119 min,"In 1953, the women of Wellesley College are measured by how well they marry – until the arrival of a professor who threatens to upend the status quo."
7483,Movie,Money,29824,"United States, Spain",2017-10-15,2016,R,84 min,"Two corporate spies with a $5 million haul for selling secrets are held hostage by a thief, triggering a game of cat and mouse to gain the upper hand."
7484,TV Show,Money for Nothing,,,2019-07-12,2015,TV-PG,1 Season,"Aided by designers and craftspeople, entrepreneur Sarah Moore rescues items bound for the garbage dump and turns them into valuable, unique objects."
7485,Movie,Money Talks,8567,United States,2019-11-01,1997,R,96 min,"TV news reporter James Russell helps put small-time criminal Franklin Hatchett in jail, but turns to protecting Hatchett when he escapes from prison."
7486,TV Show,Monkey Planet,,United Kingdom,2017-03-31,2014,TV-PG,1 Season,"Join zoologist Dr. George McGavin for a fascinating, up-close look at the habits and behaviors of primates, our closest animal relatives."
7487,Movie,Monkey Up,240,Canada,2016-03-19,2016,PG,83 min,A talking monkey famous for his TV commercials dreams of breaking into real movies. But first he stumbles upon a brother and sister who need his help.
7488,Movie,Monopoly (The Bank Of Luck),8251,Egypt,2019-06-15,2017,TV-MA,117 min,"Seeking revenge on his employer, a lazy bank agent and his two dim-witted friends concoct an elaborate but flawed heist."
7489,Movie,Monster Family,32616,"Germany, United Kingdom",2018-04-04,2017,PG,93 min,A family’s festive Halloween plans take a spooky turn when an evil witch's curse transforms the costumed clan into actual monsters.
7490,Movie,Monster High 13 Wishes,26160,United States,2018-03-01,2013,TV-Y7,73 min,"It's a new school year at Monster High, and the little sister of Clawdeen Wolf, Howleen, is determined to be more fangtastic than ever."
7491,Movie,"Monster High: Boo York, Boo York",19574,United States,2015-09-29,2015,TV-Y7,72 min,Cleo is invited to a gala in the big city celebrating a magical comet and brings her best friends along. But the sinister Nefera has other plans.
7492,Movie,Monster High: Escape from Skull Shores,,United States,2018-01-01,2012,TV-Y7,46 min,"A swanky cruise veers off course for Lagoona and her friends when they're left stranded on Skull Shores, an island with a notorious beast."
7493,Movie,Monster High: Freaky Fusion,,United States,2018-01-30,2014,TV-Y7,74 min,"When Frankie Stein travels back in time, a teen scientist follows her home into the present and causes a lab accident that creates four new monsters."
7494,Movie,Monster High: Friday Night Frights,22988,United States,2018-01-01,2013,TV-Y7,46 min,"In their bid to win the Skulltimate Roller Maze championship, Monster High loses its star players, Clawd and Deuce, to injury."
7495,Movie,Monster High: Fright On!,,United States,2018-01-01,2011,TV-Y7,46 min,"Big changes are afoot at Monster High when administrators announce a merger with two other schools, designed to bring all monsters together."
7496,Movie,"Monster High: Frights, Camera, Action!",19574,United States,2018-01-01,2014,TV-Y7,74 min,"Draculaura is whisked to Transylvania to be crowned vampire queen, but when she learns she's been duped, the search is on for the true royal heir."
7497,Movie,Monster High: Ghouls Rule,,United States,2018-03-01,2012,TV-Y7,71 min,"After learning that monsters and ""Normies"" used to spend Halloween together, Frankie Stein and her pals rally both groups for a frightfully good time."
7498,Movie,Monster High: Great Scarrier Reef,19574,United States,2017-10-01,2016,TV-Y7,72 min,"At a Monster High party, Lagoona and pals are sucked into the reef, where she'll have to come to terms with her flaws and confront an old frenemy."
7499,Movie,Monster High: Haunted,,United States,2018-03-24,2015,TV-Y7,76 min,"Hearing that their old school is being haunted, Spectra Vondergeist and her pals head back to Monster High to get to the bottom of the scary spookery."
7500,Movie,Monster High: New Ghoul at School,,United States,2017-10-01,2010,TV-Y7,23 min,"Insecure new student Frankie Stein struggles to fit in at Monster High, where ultra-cool ghoul Cleo De Nile and hunky monster Deuce rule the roost."
7501,Movie,"Monster High: Scaris, City of Frights",,United States,2015-07-07,2013,TV-G,60 min,"When Clawdeen gets a chance to study with a top fashion designer, she and her pals hop on a plane to Scaris, France, the city where screams come true."
7502,Movie,Monster High: Why Do Ghouls Fall in Love?,,United States,2018-01-01,2013,TV-Y7,46 min,Draculaura's ghoulfriends have some suspicions about one of her two persistent suitors – but can they stop him before he steals her un-beating heart?
7503,TV Show,Monster Math Squad,,Canada,2020-05-15,2012,TV-Y,2 Seasons,"Max, Lily and Goo love to put their minds together and use their math skills to overcome any obstacle, even ones with two left feet or ten thumbs."
7504,Movie,Monster-in-Law,11918,"United States, Germany",2020-01-01,2005,PG-13,101 min,An office temp thinks she's found Mr. Right when she starts dating a handsome surgeon. But there's a problem standing in the way of everlasting bliss.
7505,TV Show,Monty Don's French Gardens,3102,United Kingdom,2019-07-26,2013,TV-G,1 Season,"TV personality Monty Don visits France’s most famous gardens to dig up the influence of power, culture and passion on their conceptions and designs."
7506,TV Show,Monty Don's Italian Gardens,,United Kingdom,2019-07-26,2011,TV-G,1 Season,"From horticultural hideaways to luxurious botanical displays, TV personality Monty Don explores the history behind Italy’s most extraordinary gardens."
7507,Movie,Moon,34927,"United Kingdom, United States",2020-01-01,2009,R,97 min,"As he nears the end of a lonely three-year stint on the moon base Sarang, astronaut Sam Bell begins to hear and see strange things."
7508,Movie,Moonlight,37128,United States,2019-05-21,2016,R,111 min,"In a crime-infested Miami neighborhood, a gay African-American boy with a drug-addicted mother grows up with the help of a mentoring drug dealer."
7509,Movie,Moonwalkers,34858,"France, Belgium",2017-09-08,2015,R,96 min,"A brain-addled war vet, a failing band manager and a Stanley Kubrick impersonator help the CIA construct an epic scam by faking the 1969 moon landing."
7510,Movie,Moor,13671,"Pakistan, United States",2017-11-01,2015,TV-14,135 min,"A railway stationmaster tries to cope with his wife's death, his estrangement from his son and the corrupt world in which he lives."
7511,Movie,Morris from America,18209,"Germany, United States",2018-11-01,2016,R,91 min,"When his father moves from the U.S. to Heidelberg, Germany, an African American teenager struggles to find his place and pursue his hip-hop dreams."
7512,Movie,Mortified Nation,937,United States,2018-02-01,2013,TV-MA,84 min,"This comic documentary follows the Mortified movement, a series of stage events where adults share awkward childhood moments in front of strangers."
7513,Movie,Morya,6605,India,2018-02-15,2011,TV-14,121 min,Two communities in Mumbai get a final chance to compete with each other in the celebration of the iconic Ganesh Chaturthi festival.
7514,Movie,Motu Patlu: King of Kings,17530,India,2017-07-06,2016,TV-Y7-FV,109 min,"Motu and Patlu want to help a circus lion get back to the jungle. On the way, the three become caught up in an exciting adventure in the forest."
7515,Movie,Mountain,30485,Australia,2018-10-01,2017,PG,74 min,"Featuring breathtaking imagery and thought-provoking narration, this film takes viewers to the summits of some of the world’s most amazing mountains."
7516,Movie,Movie 43,,United States,2019-04-09,2013,R,94 min,"An eye-popping cast stars in this sketch-comedy collage, the new millennium's homage to classic anthology films like The Kentucky Fried Movie."
7517,Movie,Mr. Church,36892,United States,2018-12-22,2016,PG-13,105 min,"A temporary personal chef, a terminally ill single mother and her young daughter form an unlikely bond that redefines the meaning of family."
7518,Movie,Mr. Deeds,16510,United States,2020-08-01,2002,PG-13,97 min,"After inheriting a media empire, humble Longfellow Deeds moves to the Big Apple – where a reporter and a company bigwig are waiting to pounce on him."
7519,Movie,Mr. Gaga: A True Story of Love and Dance,34651,"Israel, Sweden, Germany, Netherlands",2017-06-15,2015,TV-14,102 min,World-renowned choreographer Ohad Naharin is profiled in this vivid documentary that mixes rehearsal footage with insights about his influence.
7520,Movie,Mr. Virgin,10450,Hong Kong,2018-08-16,1984,TV-14,86 min,"When a young man ignores a feng shui master’s warning and decides to marry before turning 30, a series of mishaps begins to curse his life."
7521,Movie,Mr. Woodcock,31610,United States,2019-09-01,2007,PG-13,88 min,"When a self-help author learns that his mother has fallen for his sadistic high school gym teacher, he tries to put a stop to their budding romance."
7522,TV Show,Mr. Young,,Canada,2019-04-16,2013,TV-G,2 Seasons,"After Adam graduates from college at age 14, he heads back to high school to teach science, where his crush and his best friends are his students!"
7523,Movie,Ms. Mammy,36341,Egypt,2019-06-06,2012,TV-14,90 min,A successful advertising agency executive falls asleep on an airplane and wakes up in an alternate universe as a stay-at-home mom with three kids.
7524,Movie,Mud,5006,United States,2021-01-01,2012,PG-13,131 min,"Two Mississippi teens meet peculiar drifter Mud and get caught up in his web of tall tales about lost love, crimes of passion and bounty hunters."
7525,Movie,Mujhse Shaadi Karogi,16428,India,2019-12-31,2004,TV-PG,158 min,"Samir must overcome a hostile horoscope, a hot temper and a determined rival to win the heart of Rani, the love of his life."
7526,Movie,Mune: Guardian of the Moon,,France,2018-01-26,2014,PG,85 min,"When the old guardian of the moon retires, the mischievous Mune is chosen as his successor, but he worries he's not up to the job."
7527,Movie,Muppets Most Wanted,26059,United States,2020-09-01,2014,PG,110 min,"In the middle of their global tour, the Muppets inadvertently get mixed up in a perilous drama involving a gang of international jewel thieves."
7528,Movie,Murder Party,29070,United States,2018-09-01,2007,NR,79 min,"A mild-mannered office drone plucks a Halloween party invitation off the street and suddenly finds himself the main event at a ""murder party."""
7529,TV Show,Murderous Affairs,,United States,2018-04-17,2017,TV-MA,3 Seasons,"Mixing interviews with dramatic re-enactments, this series focuses on lethal love affairs and spouses driven to murder."
7530,TV Show,Mutant Busters,,Spain,2017-06-01,2017,TV-PG,2 Seasons,"After a natural disaster known as the Big Fart leaves Earth divided, only Sheriff and his rebel misfits can protect the planet from a mutant invasion."
7531,Movie,Mutiny on the Bounty,,United States,2019-11-01,1962,TV-PG,185 min,"Marlon Brando gives a nuanced performance as the aristocratic Lt. Fletcher Christian, an officer aboard the HMS Bounty who leads a mutiny against the ship's tyrannical Capt. Bligh."
7532,Movie,My Babysitter's a Vampire: The Movie,22119,Canada,2018-10-17,2010,TV-PG,80 min,"When their parents head out for the evening, Ethan and his little sister get the babysitter of their nightmares: a fledgling vampire named Sarah."
7533,Movie,My Brother ... Nikhil,35006,India,2018-10-30,2005,TV-PG,116 min,"After being diagnosed HIV-positive, a champion swimmer is disowned and harassed by all except his loving sister and loyal boyfriend."
7534,Movie,My Daddy is in Heaven,26993,United States,2018-06-12,2017,TV-14,95 min,"After the sudden loss of her husband, a mother has a crisis of faith and struggles to keep her life together for the sake of her daughter and herself."
7535,Movie,My Dog is My Guide,14374,Egypt,2019-04-18,2013,TV-14,99 min,"Relocated to a new post and struggling to adjust, a police officer further complicates his life by falling for a woman he has little in common with."
7536,Movie,My Entire High School Sinking Into the Sea,35199,United States,2018-01-23,2016,PG-13,77 min,"After an earthquake sends their school building drifting into the sea, a group of high-schoolers struggles to survive and overcome clique wars."
7537,Movie,My Ex-Ex,5706,Canada,2017-08-15,2015,TV-MA,91 min,A recently dumped attorney hires a psychic to help her win back her boyfriend. Things take an unexpected turn when another ex re-enters the picture.
7538,Movie,My Honor Was Loyalty,31561,Italy,2017-03-01,2015,,115 min,"Amid the chaos and horror of World War II, a committed German soldier fights a private battle with his own conscience."
